Target,RA,DEC,Sp. Type,T_eff [K],B [mag],V [mag],G [mag],Dist [pc],Explore data (GLS),Data products (dat),Data products (csv),RA_deg,DEC_deg
HD100880,11:35:53.6848,-69:23:36.835,Fm_dD,5881.7,9.87,9.32,9.154,279.73,GLS of RVs | Inspect data,HD100880_HARPS_RVBank_ver02.dat,HD100880_HARPS_RVBank_ver02.csv,173.97368666666665,-69.39356527777778
HD10092,01:37:36.7430,-49:15:51.771,G6/8V,5456.0,10.29,9.53,9.41,64.53,GLS of RVs | Inspect data,HD10092_HARPS_RVBank_ver02.dat,HD10092_HARPS_RVBank_ver02.csv,24.403095833333328,-49.264380833333334
HD101021,11:37:00.5243,-61:17:00.396,K0III,4583.0,6.27,5.15,4.826,72.27,GLS of RVs | Inspect data,HD101021_HARPS_RVBank_ver02.dat,HD101021_HARPS_RVBank_ver02.csv,174.2521845833333,-61.28344333333333
HD101063,11:37:40.4028,-28:51:04.858,K5/M0III,,10.21,9.45,9.213,243.55,GLS of RVs | Inspect data,HD101063_HARPS_RVBank_ver02.dat,HD101063_HARPS_RVBank_ver02.csv,174.418345,-28.851349444444445
HD101065,11:37:37.0409,-46:42:34.877,F8/G0p,6038.0,8.79,8.03,7.935,109.29,GLS of RVs | Inspect data,HD101065_HARPS_RVBank_ver02.dat,HD101065_HARPS_RVBank_ver02.csv,174.4043370833333,-46.70968805555556
HD101117,11:37:47.9319,-52:53:28.271,G1IV/V,6029.5,8.49,7.86,7.743,65.49,GLS of RVs | Inspect data,HD101117_HARPS_RVBank_ver02.dat,HD101117_HARPS_RVBank_ver02.csv,174.44971625,-52.89118638888889
HD101197,11:38:38.1987,-11:14:21.255,G3V,5769.8,9.38,8.75,8.579,91.36,GLS of RVs | Inspect data,HD101197_HARPS_RVBank_ver02.dat,HD101197_HARPS_RVBank_ver02.csv,174.65916124999995,-11.2392375
HD101285,11:39:16.8670,-30:20:56.243,G8/K0V,5134.0,9.2,8.39,8.164,87.26,GLS of RVs | Inspect data,HD101285_HARPS_RVBank_ver02.dat,HD101285_HARPS_RVBank_ver02.csv,174.82027916666667,-30.348956388888887
HD101321,11:39:30.1653,-13:11:03.725,K0III,4911.2,7.81,6.8,6.542,95.53,GLS of RVs | Inspect data,HD101321_HARPS_RVBank_ver02.dat,HD101321_HARPS_RVBank_ver02.csv,174.87568875,-13.184368055555556
HD101339,11:39:39.7981,-04:59:04.095,G5V,5748.5,9.492,8.81,8.676,59.69,GLS of RVs | Inspect data,HD101339_HARPS_RVBank_ver02.dat,HD101339_HARPS_RVBank_ver02.csv,174.91582541666665,-4.984470833333333
HD101348,11:39:36.6019,-35:13:57.231,G2V,5701.3,8.54,7.82,7.659,81.72,GLS of RVs | Inspect data,HD101348_HARPS_RVBank_ver02.dat,HD101348_HARPS_RVBank_ver02.csv,174.90250791666665,-35.23256416666667
HD101367,11:39:55.9446,-04:57:38.939,G6/8IV,5603.0,9.31,8.6,8.408,58.22,GLS of RVs | Inspect data,HD101367_HARPS_RVBank_ver02.dat,HD101367_HARPS_RVBank_ver02.csv,174.98310249999997,-4.960816388888889
HD101412,11:39:44.4564,-60:10:27.719,A3VaekA0mA0_lB,7840.0,9.465,9.288,9.216,412.17,GLS of RVs | Inspect data,HD101412_HARPS_RVBank_ver02.dat,HD101412_HARPS_RVBank_ver02.csv,174.93523499999998,-60.174366388888885
HD10142,01:38:27.4839,-36:31:41.700,K0III,4801.0,6.991,5.939,5.659,102.57,GLS of RVs | Inspect data,HD10142_HARPS_RVBank_ver02.dat,HD10142_HARPS_RVBank_ver02.csv,24.614516249999998,-36.52825
HD101579,11:41:12.1883,-37:47:29.617,F7V,5901.5,10.13,9.57,9.397,176.88,GLS of RVs | Inspect data,HD101579_HARPS_RVBank_ver02.dat,HD101579_HARPS_RVBank_ver02.csv,175.3007845833333,-37.791560277777776
HD101612,11:41:22.4785,-26:40:01.891,F5/6V,6223.9,8.01,7.54,7.415,50.49,GLS of RVs | Inspect data,HD101612_HARPS_RVBank_ver02.dat,HD101612_HARPS_RVBank_ver02.csv,175.34366041666664,-26.667191944444447
HD101615,11:41:19.7910,-43:05:44.397,A0V,9388.0,5.57,5.53,5.535,64.06,GLS of RVs | Inspect data,HD101615_HARPS_RVBank_ver02.dat,HD101615_HARPS_RVBank_ver02.csv,175.3324625,-43.095665833333335
HD101644,11:41:45.0515,-06:41:04.291,G5V,5831.2,9.93,9.25,9.102,61.52,GLS of RVs | Inspect data,HD101644_HARPS_RVBank_ver02.dat,HD101644_HARPS_RVBank_ver02.csv,175.4377145833333,-6.684525277777778
HD101650,11:41:40.2284,-23:11:56.790,K3/5(V),3568.3,11.65,10.51,10.134,42.07,GLS of RVs | Inspect data,HD101650_HARPS_RVBank_ver02.dat,HD101650_HARPS_RVBank_ver02.csv,175.4176183333333,-23.199108333333335
HD10166,01:38:57.8484,-27:15:07.957,G9V,,10.335,9.772,9.159,46.73,GLS of RVs | Inspect data,HD10166_HARPS_RVBank_ver02.dat,HD10166_HARPS_RVBank_ver02.csv,24.741034999999997,-27.252210277777777
HD101695,11:42:03.5281,-20:17:39.006,G8IV,4975.0,7.164,6.2,5.959,75.61,GLS of RVs | Inspect data,HD101695_HARPS_RVBank_ver02.dat,HD101695_HARPS_RVBank_ver02.csv,175.51470041666664,-20.294168333333335
HD101724,11:41:55.0370,-63:47:43.350,B9II/III,8910.7,8.04,8.03,7.982,375.93,GLS of RVs | Inspect data,HD101724_HARPS_RVBank_ver02.dat,HD101724_HARPS_RVBank_ver02.csv,175.4793208333333,-63.795375
HD10180,01:37:53.5772,-60:30:41.482,G1V,5891.0,7.95,7.32,7.188,38.96,GLS of RVs | Inspect data,HD10180_HARPS_RVBank_ver02.dat,HD10180_HARPS_RVBank_ver02.csv,24.47323833333333,-60.51152277777778
HD101886,11:43:19.0358,-51:49:08.836,K1III,4821.3,9.57,8.44,8.172,508.29,GLS of RVs | Inspect data,HD101886_HARPS_RVBank_ver02.dat,HD101886_HARPS_RVBank_ver02.csv,175.8293158333333,-51.819121111111116
HD10188,01:39:01.9581,-33:28:05.275,G5V(CNIV),5778.0,9.61,8.9,8.783,108.56,GLS of RVs | Inspect data,HD10188_HARPS_RVBank_ver02.dat,HD10188_HARPS_RVBank_ver02.csv,24.758158749999996,-33.468131944444444
HD101896,11:43:34.1615,-14:01:12.642,K0V,5343.6,9.14,8.28,8.091,52.39,GLS of RVs | Inspect data,HD101896_HARPS_RVBank_ver02.dat,HD101896_HARPS_RVBank_ver02.csv,175.89233958333332,-14.020178333333334
HD101900,11:43:32.5375,-39:40:59.574,G0V,5800.0,9.55,8.99,8.876,69.34,GLS of RVs | Inspect data,HD101900_HARPS_RVBank_ver02.dat,HD101900_HARPS_RVBank_ver02.csv,175.88557291666666,-39.683215
HD101917,11:42:54.9320,-79:18:23.007,K0III/IV,5083.5,7.281,6.378,6.152,56.69,GLS of RVs | Inspect data,HD101917_HARPS_RVBank_ver02.dat,HD101917_HARPS_RVBank_ver02.csv,175.7288833333333,-79.30639083333332
HD101930,11:43:30.1133,-58:00:24.778,K2V+,5095.6,9.12,8.21,7.978,29.96,GLS of RVs | Inspect data,HD101930_HARPS_RVBank_ver02.dat,HD101930_HARPS_RVBank_ver02.csv,175.8754720833333,-58.006882777777776
HD101940,11:43:49.7846,-35:14:52.787,G1V,5929.0,9.75,9.18,8.989,77.68,GLS of RVs | Inspect data,HD101940_HARPS_RVBank_ver02.dat,HD101940_HARPS_RVBank_ver02.csv,175.95743583333334,-35.24799638888889
HD102117,11:44:50.4608,-58:42:13.357,G6V,5630.0,8.2,7.45,7.296,39.44,GLS of RVs | Inspect data,HD102117_HARPS_RVBank_ver02.dat,HD102117_HARPS_RVBank_ver02.csv,176.2102533333333,-58.70371027777778
HD102124,11:45:17.0398,+08:15:29.209,A4V,7862.2,5.003,4.842,4.8,36.34,GLS of RVs | Inspect data,HD102124_HARPS_RVBank_ver02.dat,HD102124_HARPS_RVBank_ver02.csv,176.32099916666664,8.258113611111112
HD102136,11:45:11.3901,-40:44:45.627,G8/K0V,5347.5,10.18,9.37,9.177,56.17,GLS of RVs | Inspect data,HD102136_HARPS_RVBank_ver02.dat,HD102136_HARPS_RVBank_ver02.csv,176.29745874999998,-40.7460075
HD102188,11:45:17.3063,-57:34:29.212,G5V,5628.3,10.16,9.43,9.242,89.68,GLS of RVs | Inspect data,HD102188_HARPS_RVBank_ver02.dat,HD102188_HARPS_RVBank_ver02.csv,176.32210958333332,-57.574781111111115
HD102195,11:45:42.2928,+02:49:17.324,K0V,5300.0,,,7.859,29.36,GLS of RVs | Inspect data,HD102195_HARPS_RVBank_ver02.dat,HD102195_HARPS_RVBank_ver02.csv,176.42622,2.8214788888888886
HD102196,11:45:38.4605,-16:04:41.184,G2V,6059.0,8.71,8.12,8.022,100.77,GLS of RVs | Inspect data,HD102196_HARPS_RVBank_ver02.dat,HD102196_HARPS_RVBank_ver02.csv,176.41025208333332,-16.078106666666667
HD102200,11:45:34.2345,-46:03:46.386,F2V,6126.7,9.13,8.76,8.602,72.14,GLS of RVs | Inspect data,HD102200_HARPS_RVBank_ver02.dat,HD102200_HARPS_RVBank_ver02.csv,176.39264375,-46.062884999999994
HD10226,01:39:54.6005,-09:58:20.060,G1V,3507.7,8.47,7.86,7.715,47.87,GLS of RVs | Inspect data,HD10226_HARPS_RVBank_ver02.dat,HD10226_HARPS_RVBank_ver02.csv,24.97750208333333,-9.972238888888889
HD102272,11:46:23.5354,+14:07:26.352,K2,4807.0,9.71,8.71,8.416,354.53,GLS of RVs | Inspect data,HD102272_HARPS_RVBank_ver02.dat,HD102272_HARPS_RVBank_ver02.csv,176.59806416666666,14.123986666666667
HD102300,11:46:27.5403,-24:58:34.475,F7V,6004.9,8.26,7.69,7.542,58.27,GLS of RVs | Inspect data,HD102300_HARPS_RVBank_ver02.dat,HD102300_HARPS_RVBank_ver02.csv,176.61475124999998,-24.976243055555553
HD102346,11:46:42.3541,-19:28:11.153,F8V,3604.0,8.69,8.14,8.02,56.71,GLS of RVs | Inspect data,HD102346_HARPS_RVBank_ver02.dat,HD102346_HARPS_RVBank_ver02.csv,176.67647541666665,-19.46976472222222
HD102350,11:46:30.8225,-61:10:42.236,G5Ib/II,5051.0,5.01,4.1,3.8,107.3,GLS of RVs | Inspect data,HD102350_HARPS_RVBank_ver02.dat,HD102350_HARPS_RVBank_ver02.csv,176.62842708333332,-61.178398888888886
HD102361,11:46:48.9495,-21:28:29.674,F8V,6012.8,8.72,8.15,8.035,78.09,GLS of RVs | Inspect data,HD102361_HARPS_RVBank_ver02.dat,HD102361_HARPS_RVBank_ver02.csv,176.70395625,-21.474909444444442
HD102458,11:47:24.5438,-49:53:03.018,G4V,5899.7,9.7,9.07,8.916,113.76,GLS of RVs | Inspect data,HD102458_HARPS_RVBank_ver02.dat,HD102458_HARPS_RVBank_ver02.csv,176.8522658333333,-49.88417166666667
HD102584,11:48:14.5351,-66:48:53.674,K4III,3930.0,6.282,4.728,4.117,145.93,GLS of RVs | Inspect data,HD102584_HARPS_RVBank_ver02.dat,HD102584_HARPS_RVBank_ver02.csv,177.06056291666664,-66.81490944444444
HD10261,01:40:44.1723,+15:37:10.012,K2,5103.8,,,8.678,37.31,GLS of RVs | Inspect data,HD10261_HARPS_RVBank_ver02.dat,HD10261_HARPS_RVBank_ver02.csv,25.184051249999996,15.619447777777777
HD10269,01:39:07.6242,-56:25:45.751,F5V,6315.2,7.54,7.08,6.98,46.92,GLS of RVs | Inspect data,HD10269_HARPS_RVBank_ver02.dat,HD10269_HARPS_RVBank_ver02.csv,24.781767499999997,-56.42937527777777
HD10278,01:40:22.4510,-10:26:40.054,G6/8V,5680.0,9.86,9.15,8.971,65.53,GLS of RVs | Inspect data,HD10278_HARPS_RVBank_ver02.dat,HD10278_HARPS_RVBank_ver02.csv,25.09354583333333,-10.444459444444444
HD102843,11:50:20.9302,-01:15:08.845,K0V,,9.983,9.244,9.056,62.77,GLS of RVs | Inspect data,HD102843_HARPS_RVBank_ver02.dat,HD102843_HARPS_RVBank_ver02.csv,177.58720916666664,-1.2524569444444444
HD103197,11:52:52.9781,-50:17:34.161,K1V(p),5135.7,10.31,9.39,9.172,56.98,GLS of RVs | Inspect data,HD103197_HARPS_RVBank_ver02.dat,HD103197_HARPS_RVBank_ver02.csv,178.22074208333333,-50.2928225
HD103234,11:53:08.0084,-56:43:38.101,F2IV/V,6556.1,8.65,8.25,8.159,100.89,GLS of RVs | Inspect data,HD103234_HARPS_RVBank_ver02.dat,HD103234_HARPS_RVBank_ver02.csv,178.2833683333333,-56.72725027777778
HD10337,01:41:06.6753,+03:42:50.024,G8V,5612.0,,,7.919,41.57,GLS of RVs | Inspect data,HD10337_HARPS_RVBank_ver02.dat,HD10337_HARPS_RVBank_ver02.csv,25.277813749999996,3.7138955555555557
HD103462,11:54:42.5383,-25:42:49.983,G8III,5020.0,6.151,5.272,5.034,87.57,GLS of RVs | Inspect data,HD103462_HARPS_RVBank_ver02.dat,HD103462_HARPS_RVBank_ver02.csv,178.67724291666664,-25.713884166666666
HD103482,11:54:44.6381,-66:22:34.318,F2IV,6835.0,6.74,6.36,6.293,44.03,GLS of RVs | Inspect data,HD103482_HARPS_RVBank_ver02.dat,HD103482_HARPS_RVBank_ver02.csv,178.68599208333333,-66.37619944444444
HD10353,01:40:58.7563,-05:24:13.069,G5V,5653.7,9.16,8.48,8.316,51.45,GLS of RVs | Inspect data,HD10353_HARPS_RVBank_ver02.dat,HD10353_HARPS_RVBank_ver02.csv,25.24481791666666,-5.403630277777778
HD103578,11:55:40.5327,+15:38:48.549,A3V,8423.8,5.632,5.522,5.5,128.93,GLS of RVs | Inspect data,HD103578_HARPS_RVBank_ver02.dat,HD103578_HARPS_RVBank_ver02.csv,178.91888624999999,15.646819166666667
HD103589,11:55:28.8604,-62:11:47.140,F2IV/V,6692.0,8.26,7.86,7.765,105.79,GLS of RVs | Inspect data,HD103589_HARPS_RVBank_ver02.dat,HD103589_HARPS_RVBank_ver02.csv,178.87025166666663,-62.19642777777777
HD103720,11:56:41.1855,-02:46:44.236,K1IV/V,5017.0,10.44,9.49,9.23,45.42,GLS of RVs | Inspect data,HD103720_HARPS_RVBank_ver02.dat,HD103720_HARPS_RVBank_ver02.csv,179.17160624999997,-2.7789544444444445
HD103743,11:56:43.7786,-32:16:02.693,G4V,5095.6,8.48,7.81,7.653,35.45,GLS of RVs | Inspect data,HD103743_HARPS_RVBank_ver02.dat,HD103743_HARPS_RVBank_ver02.csv,179.18241083333334,-32.26741472222222
HD103746,11:56:43.9149,-47:04:20.559,F5V,6710.0,6.654,6.255,6.169,51.54,GLS of RVs | Inspect data,HD103746_HARPS_RVBank_ver02.dat,HD103746_HARPS_RVBank_ver02.csv,179.18297875,-47.0723775
HD103774,11:56:55.5896,-12:06:28.473,F6V,6350.4,7.61,7.12,7.026,56.18,GLS of RVs | Inspect data,HD103774_HARPS_RVBank_ver02.dat,HD103774_HARPS_RVBank_ver02.csv,179.23162333333332,-12.107909166666666
HD103789,11:57:03.7456,-33:18:55.653,B9.5V,9438.0,6.142,6.189,6.19,117.22,GLS of RVs | Inspect data,HD103789_HARPS_RVBank_ver02.dat,HD103789_HARPS_RVBank_ver02.csv,179.26560666666663,-33.31545916666666
HD10380,01:41:25.8939,+05:29:15.406,K3III,4203.3,5.81,4.44,3.89,106.74,GLS of RVs | Inspect data,HD10380_HARPS_RVBank_ver02.dat,HD10380_HARPS_RVBank_ver02.csv,25.357891249999998,5.487612777777778
HD103836,11:57:16.2907,-26:08:29.032,K3.5V,,9.97,8.93,8.601,25.7,GLS of RVs | Inspect data,HD103836_HARPS_RVBank_ver02.dat,HD103836_HARPS_RVBank_ver02.csv,179.31787791666662,-26.141397777777776
HD103847,11:57:28.9321,+19:59:02.048,K0,,8.91,,7.844,27.76,GLS of RVs | Inspect data,HD103847_HARPS_RVBank_ver02.dat,HD103847_HARPS_RVBank_ver02.csv,179.37055041666662,19.983902222222223
HD103891,11:57:45.3029,-08:32:55.368,F8V,5989.6,9.078,8.646,6.445,55.5,GLS of RVs | Inspect data,HD103891_HARPS_RVBank_ver02.dat,HD103891_HARPS_RVBank_ver02.csv,179.4387620833333,-8.548713333333334
HD103914,11:58:01.0011,+14:02:16.547,G5,5787.8,8.99,8.43,8.245,107.02,GLS of RVs | Inspect data,HD103914_HARPS_RVBank_ver02.dat,HD103914_HARPS_RVBank_ver02.csv,179.50417124999998,14.037929722222222
HD103929,11:58:06.8025,-04:22:13.754,F3V,6655.0,7.33,6.92,6.832,51.47,GLS of RVs | Inspect data,HD103929_HARPS_RVBank_ver02.dat,HD103929_HARPS_RVBank_ver02.csv,179.52834374999998,-4.370487222222222
HD103949,11:58:11.7046,-23:55:25.997,K3V,4792.2,9.74,8.72,8.395,26.5,GLS of RVs | Inspect data,HD103949_HARPS_RVBank_ver02.dat,HD103949_HARPS_RVBank_ver02.csv,179.54876916666666,-23.923888055555558
HD104006,11:58:28.0120,-41:55:19.236,K0.5V,,9.7,8.91,8.672,32.67,GLS of RVs | Inspect data,HD104006_HARPS_RVBank_ver02.dat,HD104006_HARPS_RVBank_ver02.csv,179.61671666666663,-41.92201
HD104067,11:59:10.0088,-20:21:13.612,K2V,,8.897,7.921,7.632,20.35,GLS of RVs | Inspect data,HD104067_HARPS_RVBank_ver02.dat,HD104067_HARPS_RVBank_ver02.csv,179.79170333333332,-20.35378111111111
HD1040,00:14:39.0855,-39:47:39.398,G3V,5853.0,9.83,9.17,9.035,82.78,GLS of RVs | Inspect data,HD1040_HARPS_RVBank_ver02.dat,HD1040_HARPS_RVBank_ver02.csv,3.6628562499999995,-39.79427722222222
HD104181,11:59:56.9134,+03:39:18.736,A0V,9507.5,5.346,5.345,5.351,92.05,GLS of RVs | Inspect data,HD104181_HARPS_RVBank_ver02.dat,HD104181_HARPS_RVBank_ver02.csv,179.98713916666665,3.6552044444444443
HD104237,12:00:05.0868,-78:11:34.565,A4V,7253.0,6.81,6.6,6.558,106.6,GLS of RVs | Inspect data,HD104237_HARPS_RVBank_ver02.dat,HD104237_HARPS_RVBank_ver02.csv,180.02119499999998,-78.19293472222222
HD104263,12:00:27.4568,-04:32:55.714,G8/K0V,5467.0,8.97,8.23,8.04,41.95,GLS of RVs | Inspect data,HD104263_HARPS_RVBank_ver02.dat,HD104263_HARPS_RVBank_ver02.csv,180.1144033333333,-4.548809444444444
HD104555,12:02:20.2393,-85:37:54.326,K3III,4362.0,7.314,6.019,5.633,102.94,GLS of RVs | Inspect data,HD104555_HARPS_RVBank_ver02.dat,HD104555_HARPS_RVBank_ver02.csv,180.58433041666663,-85.63175722222222
HD10472,01:40:24.0655,-60:59:56.626,F2IV/V,6697.8,8.01,7.61,7.531,71.32,GLS of RVs | Inspect data,HD10472_HARPS_RVBank_ver02.dat,HD10472_HARPS_RVBank_ver02.csv,25.100272916666665,-60.99906277777778
HD104730,12:03:32.5627,-32:15:28.204,K1III,4721.0,8.85,7.73,7.437,219.69,GLS of RVs | Inspect data,HD104730_HARPS_RVBank_ver02.dat,HD104730_HARPS_RVBank_ver02.csv,180.88567791666665,-32.25783444444444
HD104760,12:03:46.2941,-44:07:22.106,G2/3III,5840.5,8.68,8.07,7.915,52.7,GLS of RVs | Inspect data,HD104760_HARPS_RVBank_ver02.dat,HD104760_HARPS_RVBank_ver02.csv,180.94289208333333,-44.12280722222222
HD104800,12:04:05.5623,+03:20:26.710,G3V,,9.8,,9.065,71.33,GLS of RVs | Inspect data,HD104800_HARPS_RVBank_ver02.dat,HD104800_HARPS_RVBank_ver02.csv,181.02317624999998,3.340752777777778
HD104819,12:04:10.9205,-22:22:15.752,K2III,4838.8,9.09,7.91,7.614,138.71,GLS of RVs | Inspect data,HD104819_HARPS_RVBank_ver02.dat,HD104819_HARPS_RVBank_ver02.csv,181.0455020833333,-22.371042222222222
HD104856,12:04:33.5703,-52:41:38.933,F6V,6055.0,10.15,9.6,9.461,274.8,GLS of RVs | Inspect data,HD104856_HARPS_RVBank_ver02.dat,HD104856_HARPS_RVBank_ver02.csv,181.13987625,-52.69414805555555
HD104982,12:05:13.4085,-28:43:02.029,G2V,,8.47,7.82,7.623,36.43,GLS of RVs | Inspect data,HD104982_HARPS_RVBank_ver02.dat,HD104982_HARPS_RVBank_ver02.csv,181.30586875,-28.717230277777777
HD105004,12:05:24.8526,-26:35:43.750,F9,,10.96,10.39,10.2,123.67,GLS of RVs | Inspect data,HD105004_HARPS_RVBank_ver02.dat,HD105004_HARPS_RVBank_ver02.csv,181.35355249999998,-26.59548611111111
HD105066,12:05:49.0553,-23:46:52.322,K5III,3942.3,10.49,8.89,8.187,1197.89,GLS of RVs | Inspect data,HD105066_HARPS_RVBank_ver02.dat,HD105066_HARPS_RVBank_ver02.csv,181.45439708333333,-23.781200555555554
HD105509,12:08:53.8008,-44:19:33.563,A2mA5-F2,7754.5,5.991,5.746,5.703,91.68,GLS of RVs | Inspect data,HD105509_HARPS_RVBank_ver02.dat,HD105509_HARPS_RVBank_ver02.csv,182.22416999999996,-44.325989722222225
HD105575,12:09:20.8150,-27:58:55.925,K2V(e),4922.6,11.2,9.089,8.803,,GLS of RVs | Inspect data,HD105575_HARPS_RVBank_ver02.dat,HD105575_HARPS_RVBank_ver02.csv,182.33672916666666,-27.98220138888889
HD105613,12:09:38.7859,-58:20:58.757,A3V,8118.8,7.55,7.39,7.375,105.23,GLS of RVs | Inspect data,HD105613_HARPS_RVBank_ver02.dat,HD105613_HARPS_RVBank_ver02.csv,182.41160791666667,-58.349654722222226
HD105665,12:09:58.0877,-13:26:07.784,G0/1V,6034.7,8.85,8.32,8.201,81.99,GLS of RVs | Inspect data,HD105665_HARPS_RVBank_ver02.dat,HD105665_HARPS_RVBank_ver02.csv,182.49203208333333,-13.435495555555557
HD105690,12:10:06.4712,-49:10:50.657,G5V,5562.5,8.86,8.199,7.991,37.74,GLS of RVs | Inspect data,HD105690_HARPS_RVBank_ver02.dat,HD105690_HARPS_RVBank_ver02.csv,182.5269633333333,-49.18073805555555
HD105707,12:10:07.4805,-22:37:11.161,K2+IIIa,4710.0,4.32,2.98,2.63,94.35,GLS of RVs | Inspect data,HD105707_HARPS_RVBank_ver02.dat,HD105707_HARPS_RVBank_ver02.csv,182.53116874999995,-22.619766944444446
HD105779,12:10:38.9438,-16:57:22.649,G3V,5812.0,9.27,8.64,8.5,55.1,GLS of RVs | Inspect data,HD105779_HARPS_RVBank_ver02.dat,HD105779_HARPS_RVBank_ver02.csv,182.66226583333332,-16.95629138888889
HD105837,12:10:57.9328,-46:19:19.138,G0VFe-0.9,5890.8,8.072,7.523,7.384,35.73,GLS of RVs | Inspect data,HD105837_HARPS_RVBank_ver02.dat,HD105837_HARPS_RVBank_ver02.csv,182.74138666666664,-46.321982777777784
HD105850,12:11:03.8390,-23:36:08.715,A1V,9113.0,5.52,5.47,5.439,61.21,GLS of RVs | Inspect data,HD105850_HARPS_RVBank_ver02.dat,HD105850_HARPS_RVBank_ver02.csv,182.7659958333333,-23.602420833333333
HD105874,12:11:14.8132,-52:13:03.196,A6V,5757.5,,,,,GLS of RVs | Inspect data,HD105874_HARPS_RVBank_ver02.dat,HD105874_HARPS_RVBank_ver02.csv,182.81172166666664,-52.217554444444445
HD105938,12:11:38.1122,-54:25:03.493,F7V,6149.5,7.34,6.79,6.668,54.72,GLS of RVs | Inspect data,HD105938_HARPS_RVBank_ver02.dat,HD105938_HARPS_RVBank_ver02.csv,182.90880083333332,-54.41763694444444
HD105994,12:11:58.8280,-50:46:12.525,F3V,6592.2,8.88,8.47,8.39,111.29,GLS of RVs | Inspect data,HD105994_HARPS_RVBank_ver02.dat,HD105994_HARPS_RVBank_ver02.csv,182.99511666666663,-50.77014583333333
HD105,00:05:52.5447,-41:45:11.044,G0V,5940.0,8.13,7.53,7.396,38.83,GLS of RVs | Inspect data,HD105_HARPS_RVBank_ver02.dat,HD105_HARPS_RVBank_ver02.csv,1.4689362499999998,-41.75306777777778
HD10607,01:41:14.6907,-67:40:37.122,G0Vm-2.25,,8.87,8.32,8.178,78.95,GLS of RVs | Inspect data,HD10607_HARPS_RVBank_ver02.dat,HD10607_HARPS_RVBank_ver02.csv,25.311211249999996,-67.67697833333334
HD10615,01:41:47.9680,-60:47:21.614,K2/3III,4365.0,6.951,5.692,5.326,122.89,GLS of RVs | Inspect data,HD10615_HARPS_RVBank_ver02.dat,HD10615_HARPS_RVBank_ver02.csv,25.449866666666665,-60.78933722222222
HD106218,12:13:22.3423,-56:53:35.649,F2V,6488.4,9.0,8.56,8.449,113.69,GLS of RVs | Inspect data,HD106218_HARPS_RVBank_ver02.dat,HD106218_HARPS_RVBank_ver02.csv,183.34309291666665,-56.893235833333335
HD106275,12:13:51.8544,-69:03:37.634,K2V,5030.0,9.55,8.65,8.382,32.02,GLS of RVs | Inspect data,HD106275_HARPS_RVBank_ver02.dat,HD106275_HARPS_RVBank_ver02.csv,183.46606,-69.06045388888889
HD106290,12:13:52.7742,-55:12:26.636,G1V,5951.5,9.06,8.42,8.296,62.14,GLS of RVs | Inspect data,HD106290_HARPS_RVBank_ver02.dat,HD106290_HARPS_RVBank_ver02.csv,183.4698925,-55.20739888888889
HD106315,12:13:53.3962,-00:23:36.553,F5V,6439.5,9.402,8.951,8.895,109.02,GLS of RVs | Inspect data,HD106315_HARPS_RVBank_ver02.dat,HD106315_HARPS_RVBank_ver02.csv,183.47248416666665,-0.3934869444444445
HD106444,12:14:50.7229,-55:47:23.527,F5V,6521.4,8.94,8.155,8.335,114.48,GLS of RVs | Inspect data,HD106444_HARPS_RVBank_ver02.dat,HD106444_HARPS_RVBank_ver02.csv,183.71134541666663,-55.78986861111111
HD106473,12:14:56.3605,-47:56:54.585,A6III,7347.0,8.39,8.1,8.047,116.05,GLS of RVs | Inspect data,HD106473_HARPS_RVBank_ver02.dat,HD106473_HARPS_RVBank_ver02.csv,183.7348354166666,-47.94849583333333
HD10647,01:42:29.3145,-53:44:26.991,F9V,6143.0,6.05,5.52,5.383,17.35,GLS of RVs | Inspect data,HD10647_HARPS_RVBank_ver02.dat,HD10647_HARPS_RVBank_ver02.csv,25.622143749999996,-53.740830833333334
HD106589,12:15:36.6679,-48:24:58.315,G5V,,9.61,8.93,8.776,61.25,GLS of RVs | Inspect data,HD106589_HARPS_RVBank_ver02.dat,HD106589_HARPS_RVBank_ver02.csv,183.90278291666664,-48.416198611111106
HD106661,12:16:00.1865,+14:53:56.644,A3V,8729.0,5.15,5.09,5.073,65.23,GLS of RVs | Inspect data,HD106661_HARPS_RVBank_ver02.dat,HD106661_HARPS_RVBank_ver02.csv,184.00077708333333,14.899067777777777
HD10678,01:42:37.0141,-58:24:47.321,G6V,5560.0,9.08,8.39,8.232,45.12,GLS of RVs | Inspect data,HD10678_HARPS_RVBank_ver02.dat,HD10678_HARPS_RVBank_ver02.csv,25.654225416666662,-58.41314472222222
HD106855,12:17:23.9751,-21:03:30.226,K1V,4297.5,10.4,9.283,,,GLS of RVs | Inspect data,HD106855_HARPS_RVBank_ver02.dat,HD106855_HARPS_RVBank_ver02.csv,184.34989625,-21.05839611111111
HD106906,12:17:53.1915,-55:58:31.893,F5V,6484.1,8.95,8.89,7.699,102.38,GLS of RVs | Inspect data,HD106906_HARPS_RVBank_ver02.dat,HD106906_HARPS_RVBank_ver02.csv,184.47163124999997,-55.975525833333336
HD106937,12:17:56.8761,-35:49:54.174,G6/8V,5506.2,9.25,8.48,8.312,81.83,GLS of RVs | Inspect data,HD106937_HARPS_RVBank_ver02.dat,HD106937_HARPS_RVBank_ver02.csv,184.48698374999998,-35.831715
